,168_wt_1 (GSE66893)_l,168_Dhfq_1 (GSE66893)_l,168_wt_2 (GSE66893)_l,168_Dhfq_2 (GSE66893)_l,168_wt_1 (GSE66893)_r,168_wt_2 (GSE66893)_r,168_Dhfq_1 (GSE66893)_r,168_Dhfq_2 (GSE66893)_r,Bs_WT_rep1 (GSE73315),Bs_WT_rep2 (GSE73315),Bs_WT_rep3 (GSE73315),Bs_ylbM_rep1 (GSE73315),Bs_ylbM_rep2 (GSE73315),Bs_ywlC_rep1 (GSE73315),Bs_ywlC_rep2 (GSE73315),BS_KS400_1 (GSE45824),BS_WT_1 (GSE45824),BS_KS696_1 (GSE45824),BS_WT_2 (GSE45824),BS_KS696_2 (GSE45824),BS_WT_3 (GSE45824),BS_KS400_2 (GSE45824),B. subtilis 168 Day 1 (GSE94788),B. subtilis 168 Day 4 (GSE94788),B. subtilis YK240 Day 1 (GSE94788),B. subtilis YK240 Day 4 (GSE94788),B. subtilis YK240 Day 3 (GSE94788),B. subtilis PG479 Day 4 (GSE61757),B. subtilis 168 Day 1 (GSE61757),B. subtilis PG479 Day 5 (GSE61757),B. subtilis 168 Day 4 (GSE61757),B. subtilis PG479 Day 3 (GSE61757),168_wt_1 (GSE66892),168_wt_2 (GSE66892),168_Dhfq_1 (GSE66892),168_Dhfq_2 (GSE66892),168_wt_1 (GSE66891),168_Dhfq_1 (GSE66891),168_wt_2 (GSE66891),168_Dhfq_2 (GSE66891)
BSU24990,7.244,6.835,6.62,6.428,6.999,7.0526,7.0671,6.8184,7.1849,7.4075,7.2871,6.882000000000001,6.9526,8.9299,7.3963,7.152307948,8.057950486000001,7.318064067000001,7.828750200000001,7.239127935,8.505139384,7.182511138,8.346895136,7.275996396,8.035931941,5.911035255,6.805903987000001,6.381123013,8.346895136,6.0932483170000005,7.275996396,6.361609572000001,6.999,7.0526,7.0671,6.8184,7.244,6.835,6.62,6.428
BSU25000,13.2,13.29,13.238,13.17,10.9361,10.788,9.6185,9.4502,12.8085,12.2064,12.2858,13.1685,13.1812,12.9836,13.1741,14.87106364,14.86325245,14.87106364,14.88105755,14.87106364,14.89603521,14.87106364,14.326358800000001,14.41792946,14.45088697,14.46808882,14.41882656,14.24749496,14.326358800000001,14.18254537,14.41792946,14.28271337,10.9361,10.788,9.6185,9.4502,13.2,13.29,13.238,13.17
BSU25010,7.085,6.972,6.497000000000001,6.626,6.7596,7.1156,6.8178,6.8573,9.0231,8.4698,9.3458,6.9514,6.9748,6.9051,6.7832,7.2531091089999995,7.439261136,7.532420491,7.480903656000001,7.543797037,7.60076235,7.253092558,7.107439251000001,7.406200054,7.42878267,7.070770261,7.440739989,6.823769751,7.107439251000001,6.2777874879999995,7.406200054,6.430690717999999,6.7596,7.1156,6.8178,6.8573,7.085,6.972,6.497000000000001,6.626
BSU25020,15.088,15.052,15.866,15.890999999999998,13.2249,13.1885,13.7223,13.7761,15.9458,15.6043,16.0122,15.3804,15.3739,15.8784,15.9127,15.91660518,15.64388265,16.154851,15.64707865,16.32099848,15.72897749,15.94518921,15.71440045,15.82393112,15.88636147,15.86688959,15.85902733,16.51490862,15.71440045,15.78690619,15.82393112,16.48098822,13.2249,13.1885,13.7223,13.7761,15.088,15.052,15.866,15.890999999999998
BSU25030,11.974,11.911,11.604000000000001,11.732999999999999,9.6424,9.5094,9.6153,9.3446,12.4283,12.6143,12.6595,12.2725,12.267000000000001,12.0296,12.0619,12.50963066,12.41552254,12.38082294,12.47496008,12.30416607,12.42354318,12.50470131,11.95568975,12.11442535,12.25978121,12.22539868,12.43391033,11.80451131,11.95568975,12.17695651,12.11442535,11.949789599999999,9.6424,9.5094,9.6153,9.3446,11.974,11.911,11.604000000000001,11.732999999999999
BSU25040,10.465,10.606,10.735,10.364,8.0622,7.9834,7.7394,7.9271,10.6442,10.0912,9.5549,10.467,10.5115,9.7267,10.4908,9.839515697000001,10.09333035,9.921886357,10.23005453,9.856343012,10.32574434,9.703581197,11.544493300000001,11.66381614,11.48389105,11.36650058,11.46292631,11.28053179,11.544493300000001,11.03100243,11.66381614,11.12699379,8.0622,7.9834,7.7394,7.9271,10.465,10.606,10.735,10.364
BSU25050,15.890999999999998,16.067,16.099,15.918,8.4369,9.0017,8.0551,8.2763,15.8744,16.1073,16.3764,15.6504,15.6186,15.4125,16.2858,15.80844254,15.01286044,15.42230482,15.360192300000001,15.47974355,15.16899227,15.62691591,14.73559217,15.09887671,15.01477701,14.96289077,15.06325466,14.93658548,14.73559217,15.16276404,15.09887671,15.24731471,8.4369,9.0017,8.0551,8.2763,15.890999999999998,16.067,16.099,15.918
BSU25060,7.294,7.129,6.9910000000000005,7.207000000000001,7.5279,7.218999999999999,7.1152,7.6252,9.3883,9.9994,8.1942,8.3076,8.5902,7.8606,8.4989,7.623913637,8.062459815,8.447975184,8.311853713,7.741119974,8.062459815,8.058341277,7.3375840189999995,7.484889011,8.068645119,6.971299408999999,7.368091958,6.550513267,7.3375840189999995,5.9773294770000005,7.484889011,6.494401482000001,7.5279,7.218999999999999,7.1152,7.6252,7.294,7.129,6.9910000000000005,7.207000000000001
BSU25070,12.913,12.93,13.34,12.658,11.6796,11.7933,11.6958,11.7031,13.4419,13.2071,13.5291,13.4246,13.4559,12.6099,13.5491,14.34020626,14.36372643,14.56756711,14.24934626,14.73074087,14.46203967,14.40807342,13.49853164,13.57927674,13.50288917,13.65461985,13.58559715,13.73682207,13.49853164,13.62570128,13.57927674,13.84927419,11.6796,11.7933,11.6958,11.7031,12.913,12.93,13.34,12.658
BSU25080,8.47,8.293,7.07,7.032,7.8326,7.8361,7.4148,7.7288,9.5817,9.3617,8.5341,8.3479,8.5776,7.2755,8.1988,11.30703169,11.34232238,11.06360519,11.4442325,11.1762406,11.37685362,11.56601859,9.142269815,9.395399395,9.370214087999999,8.726400922,9.32632378,7.594325613,9.142269815,8.129458402000001,9.395399395,7.340208079,7.8326,7.8361,7.4148,7.7288,8.47,8.293,7.07,7.032
BSU25090,11.319,11.561,12.145999999999999,11.635,10.0076,9.9129,10.0786,9.8951,11.6151,11.814,11.472999999999999,11.5117,11.6302,11.1184,11.6034,12.39568843,12.13465264,12.62926813,12.34209398,12.56312469,12.22834373,12.71262735,12.05453107,12.24489385,12.02781769,12.22047546,11.92373516,11.9590807,12.05453107,12.16628894,12.24489385,12.2334229,10.0076,9.9129,10.0786,9.8951,11.319,11.561,12.145999999999999,11.635
BSU25100,11.755999999999998,11.776,11.705,12.112,10.6803,10.4439,10.9204,10.8724,11.5329,11.1924,11.1527,11.4158,11.517999999999999,10.9635,10.8762,12.4073492,12.55144979,11.97517482,12.720461199999999,12.29801184,12.94807732,12.26750099,12.28851121,12.30599434,12.410393800000001,12.19208955,12.28585229,11.70284662,12.28851121,11.85019529,12.30599434,11.84548031,10.6803,10.4439,10.9204,10.8724,11.755999999999998,11.776,11.705,12.112
BSU25110,10.280999999999999,10.163,9.565,10.197000000000001,8.8129,8.8175,8.811,8.9095,11.3066,10.6314,11.1772,10.7454,10.9091,10.8524,11.6597,10.81605194,10.814962199999998,10.80890341,10.82229705,10.86615095,10.98259189,10.78234444,11.72069096,11.87636134,11.86839749,11.43120485,12.00963827,12.31783472,11.72069096,12.0949069,11.87636134,11.83679922,8.8129,8.8175,8.811,8.9095,10.280999999999999,10.163,9.565,10.197000000000001
BSU25120,6.776,6.745,6.938,6.981,7.4616,7.4553,7.7403,7.6636,10.0317,9.4317,8.2144,8.0606,8.3068,7.3843,7.8138,8.90302988,8.963510602000001,9.379403272000001,9.501025167,9.487718647000001,9.828871113,9.258809603,5.140532047,5.140946411,5.301750759,5.261350891,5.176864117,5.15958525,5.140532047,5.135862548,5.140946411,5.29949541,7.4616,7.4553,7.7403,7.6636,6.776,6.745,6.938,6.981
BSU25130,13.282,13.179,12.797,13.012,11.1648,11.0725,11.2282,11.2137,13.4129,13.7925,13.5201,13.1487,13.0315,12.7386,12.4204,14.26010882,14.60761467,14.27163436,14.75063286,14.2365982,14.78993429,14.42041133,14.46214236,14.56754661,14.45408757,14.29148553,14.5374501,14.10316485,14.46214236,13.97656814,14.56754661,13.89113122,11.1648,11.0725,11.2282,11.2137,13.282,13.179,12.797,13.012
BSU25140,12.833,12.74,11.869000000000002,12.073,10.7603,10.7146,10.884,10.6868,13.0257,13.4489,13.1852,12.79,12.7996,12.2289,11.9453,14.00596951,14.42393958,14.04375548,14.29946186,13.88338866,14.46008587,14.13390655,14.23060554,14.35814099,14.20035698,14.07815194,14.25329765,13.73960762,14.23060554,13.62598911,14.35814099,13.67433384,10.7603,10.7146,10.884,10.6868,12.833,12.74,11.869000000000002,12.073
BSU25150,6.337999999999999,6.2620000000000005,6.37,6.444,7.4924,7.3016,7.454,7.3738,8.5246,9.4338,7.8629,7.3098,7.6608,6.4535,7.6067,7.837471692,7.951893872,8.180355981,7.980085191000001,8.03522626,7.96980911,8.159284162999999,5.216945674,5.266830475,5.1867694669999995,5.2513542,5.266830475,5.312456183,5.216945674,5.24549009,5.266830475,5.216481272,7.4924,7.3016,7.454,7.3738,6.337999999999999,6.2620000000000005,6.37,6.444
BSU25160,11.915999999999999,11.942,11.405,11.524000000000001,10.3457,10.219,10.54,10.4207,11.7794,11.3624,11.1479,11.9004,11.9358,10.7421,11.1682,13.70982177,13.81932084,13.85958618,13.81932084,13.94426877,13.83692239,13.52812418,13.29665624,13.46119457,13.42303182,13.28428909,13.35257405,13.53241144,13.29665624,13.02248051,13.46119457,13.05359396,10.3457,10.219,10.54,10.4207,11.915999999999999,11.942,11.405,11.524000000000001
BSU25170,11.800999999999998,11.895,11.44,11.287,10.3664,10.3457,10.1803,10.341,12.7332,12.5392,12.7846,11.8664,11.9746,11.8834,12.1292,14.086039499999998,14.01784381,14.33489682,13.92655015,14.42417536,13.922828299999999,14.086039499999998,13.42010372,13.50992415,13.559921,13.72679075,13.47589761,13.51080825,13.42010372,13.44854002,13.50992415,13.44388879,10.3664,10.3457,10.1803,10.341,11.800999999999998,11.895,11.44,11.287
BSU25180,12.612,12.718,12.583,12.489,10.1554,10.4162,9.9207,10.2485,13.4473,13.5435,13.6504,12.7516,12.7645,12.1181,12.8888,14.531482999999998,14.20617994,14.47405883,14.240076199999999,14.53822295,14.336070900000001,14.38371143,13.20584818,13.37075212,13.38415254,13.63999038,13.42131877,13.49318359,13.20584818,13.30442187,13.37075212,13.29101212,10.1554,10.4162,9.9207,10.2485,12.612,12.718,12.583,12.489
BSU25190,10.867,11.447000000000001,11.804,8.895,12.7604,12.8078,11.4662,11.9454,9.9308,10.7303,11.1607,10.2818,10.2281,13.720999999999998,13.5784,14.29429529,12.65393877,14.03814744,12.68088527,14.10758741,12.27653306,14.18146134,11.77600216,12.0026838,11.42968358,13.47444381,11.72876271,11.62047281,11.77600216,13.4428582,12.0026838,13.00396801,12.7604,12.8078,11.4662,11.9454,10.867,11.447000000000001,11.804,8.895
BSU25200,13.737,13.6,12.458,13.219000000000001,11.955,11.8424,11.2433,10.8434,14.1996,14.0257,14.0628,13.8453,13.7383,14.5669,14.1475,14.29077527,15.12927147,13.96429498,15.10168874,14.02854288,15.19545295,14.56797994,14.76729846,14.80182561,14.7376732,14.22277562,14.57777685,14.15571025,14.76729846,14.22277562,14.80182561,13.95222447,11.955,11.8424,11.2433,10.8434,13.737,13.6,12.458,13.219000000000001
BSU25210,13.675999999999998,13.359000000000002,12.642999999999999,13.251,11.978,12.037,11.3401,10.991,14.2257,14.0968,14.2336,13.9096,13.8785,14.7808,14.4402,14.40384096,14.86002654,14.34095509,14.96915808,14.319327800000002,14.87722278,14.55936601,15.4509155,15.451583,15.38113568,14.95717259,15.39689721,15.19292604,15.4509155,15.03432769,15.451583,15.08953746,11.978,12.037,11.3401,10.991,13.675999999999998,13.359000000000002,12.642999999999999,13.251
BSU25220,6.428999999999999,6.523,6.734,6.9,8.6072,8.8187,8.5885,8.8757,8.7072,8.9327,7.9163,7.0329,7.6134,7.3372,7.2286,6.362389394,6.405911675,6.362389394,6.232391702,6.529336888,6.214200172999999,6.327150994,4.842463026,4.75404672,4.874095155,4.856299197,4.881996849,4.8762714560000004,4.842463026,4.849523373,4.75404672,4.856299197,8.6072,8.8187,8.5885,8.8757,6.428999999999999,6.523,6.734,6.9
BSU25230,13.748,13.686,13.405999999999999,14.129000000000001,11.4541,11.4369,10.8296,10.6411,13.9483,13.7495,13.700999999999999,13.7406,13.6416,14.0628,13.953,13.73635417,14.06942815,13.59657858,14.33892958,13.58954254,14.17668005,13.69804327,13.58190119,13.50590945,13.50701963,13.01468007,13.47216674,12.806109699999999,13.58190119,12.86804235,13.50590945,12.81669027,11.4541,11.4369,10.8296,10.6411,13.748,13.686,13.405999999999999,14.129000000000001
BSU25240,12.546,12.526,11.811,12.027000000000001,9.9343,9.8378,10.0424,9.7605,12.5728,12.6073,12.6655,12.616,12.5904,12.5237,12.4635,13.71350988,13.91970268,13.42582675,14.02611017,13.58928797,13.83653608,13.71350988,13.90960954,13.76594091,13.81900769,13.61662815,13.76589453,13.48808806,13.90960954,13.52464878,13.76594091,13.28480939,9.9343,9.8378,10.0424,9.7605,12.546,12.526,11.811,12.027000000000001
BSU25250,12.765,12.527999999999999,12.179,12.388,9.7732,9.7096,10.0154,9.8717,12.812999999999999,12.6254,12.5852,12.8622,12.8449,12.6327,12.5444,14.06832646,14.33784212,13.93472608,14.23112109,13.90702923,14.13458859,14.07703206,14.10790504,14.07812641,13.99524857,13.96026081,14.18703484,13.69059553,14.10790504,13.85821748,14.07812641,13.600316000000001,9.7732,9.7096,10.0154,9.8717,12.765,12.527999999999999,12.179,12.388
BSU25260,13.168,13.214,12.379000000000001,12.547,8.8269,8.8588,8.6855,8.5952,13.0669,13.6355,13.0936,13.4457,13.3339,12.8225,12.2902,14.22808476,14.59072447,13.99685863,14.67479411,14.1184551,14.63869694,14.35418103,14.55544258,14.225586499999999,14.30178568,14.07084777,14.10431356,13.35591568,14.55544258,14.07937373,14.225586499999999,13.551492699999999,8.8269,8.8588,8.6855,8.5952,13.168,13.214,12.379000000000001,12.547
BSU25270,13.515999999999998,13.327,12.725,12.962,8.9348,9.0153,8.7393,8.6455,13.3783,13.6493,13.0257,13.5679,13.6557,12.7869,12.6008,13.77248686,13.99193164,13.53257107,14.05845531,13.52634394,13.86159043,13.77125412,14.49437088,14.35719076,14.33804624,14.38707066,14.4978383,13.88385035,14.49437088,14.33523024,14.35719076,13.86456494,8.9348,9.0153,8.7393,8.6455,13.515999999999998,13.327,12.725,12.962
BSU25280,12.965,12.940999999999999,12.956,12.925,11.6769,11.6811,11.2833,11.2775,12.7445,12.5037,12.3139,13.0257,13.1071,14.1303,13.4935,14.11160934,14.16554128,14.18312833,14.210972400000001,14.140037099999999,14.31175873,14.30995702,13.74617658,13.73129483,13.8653426,13.73428965,13.4420774,13.14230162,13.74617658,13.53898099,13.73129483,13.56942249,11.6769,11.6811,11.2833,11.2775,12.965,12.940999999999999,12.956,12.925
BSU25290,13.512,13.392999999999999,13.43,13.273,12.9796,12.9738,12.5332,12.4225,13.5354,13.4895,13.537,13.7831,13.6349,14.1506,13.9545,14.70967494,14.57135429,14.599128899999998,14.78006199,14.68541397,14.68541397,14.65059247,14.64845762,14.85838382,14.629335500000002,14.82680934,14.81853165,14.61799575,14.64845762,14.79258758,14.85838382,14.59698139,12.9796,12.9738,12.5332,12.4225,13.512,13.392999999999999,13.43,13.273
BSU25300,13.357000000000001,13.255999999999998,13.695,13.536,13.1112,13.1789,12.6854,12.6791,13.5324,13.4457,13.3915,13.7756,13.7805,14.312999999999999,13.9834,14.21854908,14.05128077,14.24546189,14.18647937,14.15200891,14.28121205,14.19953439,14.40887664,14.51486186,14.42394758,14.61330369,14.52965612,14.51570659,14.40887664,14.56349663,14.51486186,14.5400185,13.1112,13.1789,12.6854,12.6791,13.357000000000001,13.255999999999998,13.695,13.536
BSU25310,12.112,11.956,12.130999999999998,12.137,9.3612,9.383,9.08,9.2778,12.9105,12.5195,12.7271,12.4977,12.668,12.6552,12.3256,11.60900477,12.09122772,11.86923551,12.0902599,11.89515252,12.2112233,11.96271044,13.28819016,13.45926586,13.30883866,13.52315249,13.59966469,13.49325593,13.28819016,13.335993400000001,13.45926586,13.26100294,9.3612,9.383,9.08,9.2778,12.112,11.956,12.130999999999998,12.137
BSU25320,12.764000000000001,12.742,12.45,12.418,9.5519,9.4295,9.1247,9.1066,13.4046,13.0388,13.3286,12.894,12.8433,12.991,13.1071,13.94718262,13.91328804,14.10355279,13.91868376,14.05224001,13.97204332,13.98081686,13.84213633,13.84811112,13.80050466,13.85108964,13.91378252,13.970262699999997,13.84213633,13.70174233,13.84811112,13.71254913,9.5519,9.4295,9.1247,9.1066,12.764000000000001,12.742,12.45,12.418
BSU25330,12.047,11.915999999999999,11.769,11.618,9.1252,9.1338,8.7578,8.8289,12.9013,12.4662,12.7663,12.4341,12.4723,12.3333,12.5195,13.08108977,13.12787065,13.12787065,13.15938124,13.1538255,13.12787065,13.12787065,12.96649275,13.07578352,13.09800113,13.06269712,13.19257351,13.0350922,12.96649275,12.8757036,13.07578352,13.07743717,9.1252,9.1338,8.7578,8.8289,12.047,11.915999999999999,11.769,11.618
BSU25340,12.732000000000001,12.860999999999999,13.507,13.002,12.1429,11.950999999999999,11.987,11.9723,13.6199,13.3844,13.6172,13.6163,13.6046,13.4397,13.9074,13.74244666,13.6726371,13.90236439,13.79087049,14.06429712,13.77342517,13.80362361,13.45520971,13.71518386,13.53979896,13.56994848,13.69981999,14.10215785,13.45520971,13.64703304,13.71518386,14.06442666,12.1429,11.950999999999999,11.987,11.9723,12.732000000000001,12.860999999999999,13.507,13.002
BSU25350,8.406,8.48,8.189,7.973,7.4973,7.626,7.6099,7.6045,8.9995,9.3284,9.2573,8.8159,8.6533,8.0081,7.9876,10.20438105,10.27279271,9.74985526,10.4631539,9.87535013,10.4549489,10.20450747,8.602288427000001,8.392045573999999,8.956371792999999,8.73983831,9.19185137,7.638828292,8.602288427000001,8.690416674,8.392045573999999,8.25718003,7.4973,7.626,7.6099,7.6045,8.406,8.48,8.189,7.973
BSU25360,8.148,8.169,7.725,7.485,7.0905,7.1405,7.3325,7.358,8.8132,9.0957,9.076,8.6499,8.4698,7.7654,7.5485,9.11611279,9.790832391,8.685048463,9.619587028,8.619066124,9.461202517,9.569162455,8.99547952,8.794834969,9.572580282999999,9.390115536,9.655889565,8.200871102999999,8.99547952,9.126938122,8.794834969,8.522533122,7.0905,7.1405,7.3325,7.358,8.148,8.169,7.725,7.485
BSU25370,13.095999999999998,13.132,13.349,12.815,13.8057,13.8552,13.5557,13.4029,14.2462,14.7099,14.8292,13.9377,13.7426,13.7466,13.7944,15.90521268,15.92686683,15.57287027,15.78682657,15.56001732,15.96265471,16.03246372,14.54604022,14.41075474,14.916522899999999,14.90999072,15.18543812,14.38048553,14.54604022,15.1501575,14.41075474,14.86315609,13.8057,13.8552,13.5557,13.4029,13.095999999999998,13.132,13.349,12.815
BSU25380,12.795,12.844000000000001,12.347000000000001,12.12,13.5994,14.0443,13.5472,13.2134,14.2119,14.5966,14.5669,13.58,13.6683,13.709000000000001,13.5254,14.16442633,14.05090498,13.7577324,14.20238332,13.80041258,14.106408800000002,14.28231005,13.81871417,13.85092066,14.10260355,14.270666199999999,14.17284023,13.4034673,13.81871417,14.394638800000001,13.85092066,13.99613909,13.5994,14.0443,13.5472,13.2134,12.795,12.844000000000001,12.347000000000001,12.12
BSU25390,12.677999999999999,12.622,11.923,11.579,13.3997,13.5197,13.1112,12.8919,13.5868,14.556,14.3732,13.2133,13.235,13.5952,13.0315,14.0139117,13.85195457,13.50066319,13.85478986,13.43690081,13.80810145,14.07739562,13.711483600000001,13.58251004,14.08177053,14.07680115,14.2348579,13.25540737,13.711483600000001,14.26049368,13.58251004,13.84404093,13.3997,13.5197,13.1112,12.8919,12.677999999999999,12.622,11.923,11.579
BSU25400,15.533,15.966,16.285,15.779000000000002,12.9843,13.3997,13.5512,13.7077,15.7099,15.8113,16.3183,15.8049,15.7799,15.898,16.0547,16.00735744,15.94290095,15.91090336,16.22915837,16.00590598,15.983272099999999,15.95594012,16.24851729,16.1898367,16.15733961,15.993852599999999,16.04704553,16.25682486,16.24851729,16.14504232,16.1898367,16.37258857,12.9843,13.3997,13.5512,13.7077,15.533,15.966,16.285,15.779000000000002
BSU25410,16.11,16.167,16.365,16.153,14.3099,13.9883,13.895,14.2302,15.7628,15.9048,16.3373,15.9328,16.0188,16.0889,16.2303,15.98720998,15.88334102,15.9415587,15.99505084,15.75658711,15.81413205,15.96472799,16.05595812,16.24136676,16.01615065,16.13345359,16.13766937,16.53489929,16.05595812,16.23357961,16.24136676,16.35928983,14.3099,13.9883,13.895,14.2302,16.11,16.167,16.365,16.153
BSU25420,6.4670000000000005,6.49,6.386,6.15,7.7695,7.4168,7.2789,7.4862,9.532,9.7662,7.9132,7.7208,7.7766,7.246,7.6182,6.785441359,6.765293229,6.870824841,6.73521914,6.769618072999999,6.513891349,6.796527797,4.9767256380000005,5.071244281,5.077044329,5.201464403,5.060740489,5.042862551,4.9767256380000005,5.061548714,5.071244281,5.128973108,7.7695,7.4168,7.2789,7.4862,6.4670000000000005,6.49,6.386,6.15
BSU25430,13.285,13.196,12.077,13.062000000000001,9.5745,9.4944,9.5276,9.3298,13.5491,13.3076,13.3717,13.4031,13.3354,12.4277,12.0775,14.91356068,14.98315625,14.97475196,14.97948552,14.86345871,14.97523757,15.01098747,14.9344712,15.01682218,14.9713369,14.62367567,14.97505159,14.42370541,14.9344712,14.374166199999998,15.01682218,13.90651086,9.5745,9.4944,9.5276,9.3298,13.285,13.196,12.077,13.062000000000001
BSU25440,13.023,12.970999999999998,12.300999999999998,13.2,9.2514,9.1749,9.1066,9.0853,13.472000000000001,13.1497,13.2003,13.3643,13.4745,12.4108,12.1521,13.83854983,14.15782693,14.07968372,14.17350576,14.03391709,14.19352417,14.01988945,14.25335419,14.32546915,14.3010959,14.10965519,14.2611975,14.01830503,14.25335419,13.68720069,14.32546915,13.47920678,9.2514,9.1749,9.1066,9.0853,13.023,12.970999999999998,12.300999999999998,13.2
BSU25450,13.277000000000001,13.227,12.398,13.275,9.2409,9.1328,9.3043,9.0632,13.4895,13.2204,13.232999999999999,13.4095,13.3717,12.2218,12.2234,14.35843786,14.33422858,14.32864205,14.43752675,14.35843786,14.45036837,14.35843786,14.733472400000002,14.70474168,14.84864746,14.64469811,14.85249025,14.44342814,14.733472400000002,14.34249777,14.70474168,13.96281526,9.2409,9.1328,9.3043,9.0632,13.277000000000001,13.227,12.398,13.275
BSU25460,13.985999999999999,13.779000000000002,13.317,14.048,9.664,9.7558,9.6266,9.5133,14.3429,14.0172,14.0378,14.2222,14.2764,12.7415,13.0817,15.84280166,15.66828112,15.80769085,15.67711499,15.83383053,15.7745045,15.79493204,15.15460873,15.08554196,15.26707976,15.12177776,15.24759613,14.9404059,15.15460873,14.88173416,15.08554196,14.71279058,9.664,9.7558,9.6266,9.5133,13.985999999999999,13.779000000000002,13.317,14.048
BSU25470,14.675999999999998,14.578,14.71,15.004000000000001,11.5217,11.6958,11.741,11.3401,15.4397,15.3219,15.4506,15.2329,15.2294,14.6212,14.7989,16.46169558,15.92637304,16.57587944,15.95171464,16.55494776,15.87477707,16.48614664,15.71624819,15.61652052,15.85677748,15.98635038,15.82393112,16.11897409,15.71624819,15.88828249,15.61652052,15.82273078,11.5217,11.6958,11.741,11.3401,14.675999999999998,14.578,14.71,15.004000000000001
BSU25480,14.833,14.944,15.238,15.545,10.2578,10.4028,9.908999999999999,9.9063,15.6504,15.3436,15.610999999999999,15.2825,15.4397,14.2553,14.7295,16.36468208,15.79152244,16.32592023,15.99877514,16.36654939,15.53442795,16.23388797,16.02585275,15.91229126,16.09155725,16.21441279,16.08800809,16.70685347,16.02585275,16.18683769,15.91229126,16.42615345,10.2578,10.4028,9.908999999999999,9.9063,14.833,14.944,15.238,15.545
BSU25490,13.13,13.13,13.374,13.349,12.3971,12.4569,12.3195,11.8883,14.3851,13.3663,13.9132,13.4397,13.4269,12.2936,13.079,15.06250256,14.41673258,15.193887300000002,14.41371,15.33896729,14.44934986,14.92771709,14.33468769,14.17120493,14.48059281,14.46698175,14.47922847,15.25308658,14.33468769,14.36912374,14.17120493,14.2611975,12.3971,12.4569,12.3195,11.8883,13.13,13.13,13.374,13.349
BSU25500,11.530999999999999,11.327,10.392999999999999,10.79,8.3417,8.2865,8.3097,8.151,12.3236,12.1789,12.3127,11.6703,11.446,10.5115,10.5097,12.80919041,13.1373446,12.76035166,13.12540374,12.69315277,12.99540763,12.87058929,13.3893798,13.0894209,13.35926802,13.26890081,13.46494504,13.03605704,13.3893798,12.9665703,13.0894209,12.44644502,8.3417,8.2865,8.3097,8.151,11.530999999999999,11.327,10.392999999999999,10.79
BSU25510,12.969000000000001,12.868,12.470999999999998,12.585,11.3729,11.4865,11.4033,11.2882,13.8482,13.7449,14.0318,13.3888,13.4489,12.6863,12.8749,13.87040209,13.983198999999999,13.95102748,13.96014469,13.90133388,14.02577473,13.95102748,14.229212699999998,14.30987245,14.31846954,14.45246842,14.35871641,14.15191406,14.229212699999998,14.20372663,14.30987245,14.13504745,11.3729,11.4865,11.4033,11.2882,12.969000000000001,12.868,12.470999999999998,12.585
BSU25520,7.026,7.086,6.9670000000000005,6.877000000000001,7.3946,7.1911,7.3867,7.5388,7.5383,7.7387,8.2846,7.5621,7.4821,7.718999999999999,7.7062,7.435897356,7.4301844379999995,7.487221356,7.297251595,7.681198215,7.470328267999999,7.568055722,6.246963302,6.595419274,6.536661329,6.87341772,6.813255754,6.68645762,6.246963302,6.641415445,6.595419274,6.473127446,7.3946,7.1911,7.3867,7.5388,7.026,7.086,6.9670000000000005,6.877000000000001
BSU25530,6.7,6.53,6.775,6.495,7.4283,7.4714,7.3364,7.4199,7.5547,7.689,8.2831,7.5231,7.2218,7.6814,7.5241,8.377753783,8.407122144,8.471752059,8.267533838,8.39743042,8.22433696,8.39743042,5.756590506,5.566007955,5.941338753999999,5.939233799999999,5.893979671,6.036495672,5.756590506,5.771915271,5.566007955,6.110883545,7.4283,7.4714,7.3364,7.4199,6.7,6.53,6.775,6.495
BSU25540,6.672999999999999,6.598,6.602,6.388999999999999,7.1604,7.3132,7.1545,7.0694,8.0837,8.4237,8.5423,7.6527,7.4386,7.7248,7.6661,7.790820726000001,7.756758721000001,7.942431468,7.599794854,8.043802741,7.844283477,7.861065322999999,6.193361471,6.296018717000001,6.540071781,7.11186799,6.787445806,6.5707934329999995,6.193361471,6.573515751,6.296018717000001,6.691127775,7.1604,7.3132,7.1545,7.0694,6.672999999999999,6.598,6.602,6.388999999999999
BSU25550,14.165,14.277000000000001,14.522,14.165,10.012,9.8097,10.2772,10.3633,13.6143,13.3393,13.5477,12.8187,12.7415,12.6582,12.5781,15.14486499,15.35609262,14.93713431,15.39083963,15.03139111,15.39927289,15.12891374,15.3906345,15.57665323,15.28385684,15.07105999,15.07984108,14.8345811,15.3906345,15.04261763,15.57665323,14.91910674,10.012,9.8097,10.2772,10.3633,14.165,14.277000000000001,14.522,14.165
BSU25560,10.81,11.052999999999999,11.148,10.765999999999998,9.1831,9.3307,8.9359,9.2628,11.8254,12.0215,11.6929,11.3412,11.2254,10.8385,11.073,12.35858453,12.16424739,12.30296923,12.03418488,12.42673432,12.22231311,12.35972448,12.00591268,12.18693983,12.08414089,12.26970381,12.11637338,12.28014221,12.00591268,12.25962387,12.18693983,12.09209529,9.1831,9.3307,8.9359,9.2628,10.81,11.052999999999999,11.148,10.765999999999998
