,168_wt_1 (GSE66893)_l,168_Dhfq_1 (GSE66893)_l,168_wt_2 (GSE66893)_l,168_Dhfq_2 (GSE66893)_l,168_wt_1 (GSE66893)_r,168_wt_2 (GSE66893)_r,168_Dhfq_1 (GSE66893)_r,168_Dhfq_2 (GSE66893)_r,Bs_WT_rep1 (GSE73315),Bs_WT_rep2 (GSE73315),Bs_WT_rep3 (GSE73315),Bs_ylbM_rep1 (GSE73315),Bs_ylbM_rep2 (GSE73315),Bs_ywlC_rep1 (GSE73315),Bs_ywlC_rep2 (GSE73315),BS_KS400_1 (GSE45824),BS_WT_1 (GSE45824),BS_KS696_1 (GSE45824),BS_WT_2 (GSE45824),BS_KS696_2 (GSE45824),BS_WT_3 (GSE45824),BS_KS400_2 (GSE45824),B. subtilis 168 Day 1 (GSE94788),B. subtilis 168 Day 4 (GSE94788),B. subtilis YK240 Day 1 (GSE94788),B. subtilis YK240 Day 4 (GSE94788),B. subtilis YK240 Day 3 (GSE94788),B. subtilis PG479 Day 4 (GSE61757),B. subtilis 168 Day 1 (GSE61757),B. subtilis PG479 Day 5 (GSE61757),B. subtilis 168 Day 4 (GSE61757),B. subtilis PG479 Day 3 (GSE61757),168_wt_1 (GSE66892),168_wt_2 (GSE66892),168_Dhfq_1 (GSE66892),168_Dhfq_2 (GSE66892),168_wt_1 (GSE66891),168_Dhfq_1 (GSE66891),168_wt_2 (GSE66891),168_Dhfq_2 (GSE66891)
BSU00010,13.720999999999998,13.575,13.716,14.061,10.4377,10.2592,9.836,9.8106,13.5888,13.1185,12.9691,13.6362,13.6754,12.2858,12.9121,14.52736421,14.55451315,14.72996628,14.76271745,14.71690426,14.663782199999998,14.52574098,14.63744859,14.85131682,14.71154845,14.63325365,14.71935458,14.94094239,14.63744859,14.70185073,14.85131682,14.73815343,10.4377,10.2592,9.836,9.8106,13.720999999999998,13.575,13.716,14.061
BSU00020,13.359000000000002,13.38,13.008,13.850999999999999,10.1365,10.1035,9.9247,9.8563,12.9031,12.208,12.4771,13.2415,13.1902,12.2522,12.3383,13.9287991,14.50089335,14.11831782,14.65446309,14.19074896,14.56249191,14.16933609,14.5953726,14.78260521,14.71326538,14.30293511,14.65734498,14.44531702,14.5953726,14.26559414,14.78260521,14.120301300000001,10.1365,10.1035,9.9247,9.8563,13.359000000000002,13.38,13.008,13.850999999999999
BSU00030,13.295,12.995,12.595999999999998,12.5,10.2735,10.0648,10.158,9.9633,13.1316,13.1203,13.1282,13.4962,13.2483,12.2383,12.5495,14.439076199999999,14.61183116,14.41235922,14.4151133,14.36341007,14.63390349,14.40516204,13.69449547,13.59222052,13.58944118,13.41283115,13.51926006,13.19538722,13.69449547,13.31943383,13.59222052,13.18776457,10.2735,10.0648,10.158,9.9633,13.295,12.995,12.595999999999998,12.5
BSU00040,13.210999999999999,13.099,12.925,12.86,12.1839,12.2729,12.2616,12.0935,13.9718,13.7805,13.8134,13.6023,13.6099,13.7234,12.9431,14.54872461,14.78314425,14.44072033,14.76285745,14.36104355,14.71895909,14.61428002,14.68531675,14.71831417,14.63219645,14.42394758,14.61799575,14.40128044,14.68531675,14.43674996,14.71831417,14.369886800000002,12.1839,12.2729,12.2616,12.0935,13.210999999999999,13.099,12.925,12.86
BSU00050,13.315,13.079,13.347000000000001,13.255999999999998,12.3922,12.5259,12.544,12.2966,14.0135,13.7881,13.9982,13.7733,13.7234,13.834000000000001,13.0639,14.03380332,14.47690673,14.15316674,14.57159056,14.04149297,14.28679872,14.06806358,14.51261027,14.56088016,14.31475304,14.34758987,14.42719259,14.14887483,14.51261027,14.26528274,14.56088016,14.11467886,12.3922,12.5259,12.544,12.2966,13.315,13.079,13.347000000000001,13.255999999999998
BSU00060,13.638,13.512,13.161,13.118,12.407,12.4254,12.589,12.3412,14.193,13.9569,14.3048,13.8411,13.7831,13.58,13.2216,15.05629161,15.39315222,15.08543973,15.44988461,14.99898025,15.33579459,15.16428929,15.14319486,15.16649532,14.9564239,14.85944608,15.07250064,14.755857699999998,15.14319486,14.85603189,15.16649532,14.8433571,12.407,12.4254,12.589,12.3412,13.638,13.512,13.161,13.118
BSU00070,13.908,13.824000000000002,13.514000000000001,13.469000000000001,11.9918,11.964,12.2054,11.9959,14.5998,14.4753,14.6247,13.8695,13.8206,13.3058,13.3007,14.65152122,14.97761307,14.54555849,14.97898456,14.59228574,14.91070558,14.65046631,14.290681699999999,14.36798247,14.30462223,13.99486476,14.23107152,13.82862631,14.290681699999999,14.04588882,14.36798247,13.73932458,11.9918,11.964,12.2054,11.9959,13.908,13.824000000000002,13.514000000000001,13.469000000000001
BSU00080,6.6339999999999995,6.715,6.952999999999999,6.917000000000001,7.9742,7.1152,7.6252,7.675,10.5001,10.7643,9.0215,8.2486,8.5862,7.2562,7.9499,6.40866968,6.474886281,6.4276536360000005,6.67304489,6.474886281,6.508848046000001,6.437501821000001,4.8660456960000005,4.877615501,4.809143364,4.786441363,4.84404005,4.819459735,4.8660456960000005,4.745571877,4.877615501,5.7401109660000005,7.9742,7.1152,7.6252,7.675,6.6339999999999995,6.715,6.952999999999999,6.917000000000001
BSU00090,14.817,14.802,15.213,14.647,13.4856,13.7077,13.0571,13.2309,16.2783,15.0923,15.395999999999999,15.5158,15.6336,13.9545,15.654000000000002,15.36535063,15.57928935,15.44535655,15.58649049,15.47427033,15.74017402,15.23237879,15.55441621,15.58254048,15.26013849,15.245050299999999,15.24475883,15.54178961,15.55441621,15.50091676,15.58254048,15.58964029,13.4856,13.7077,13.0571,13.2309,14.817,14.802,15.213,14.647
BSU00100,14.255999999999998,14.399000000000001,14.151,14.184000000000001,10.62,10.5189,10.6964,10.5026,14.0199,14.3162,13.6402,14.0719,14.1506,13.2444,13.3617,14.79996843,14.92926063,14.54137828,15.13015477,14.79730901,15.16978999,14.71080375,14.62367567,14.87853769,14.52653669,14.70093015,14.44935978,14.31604255,14.62367567,14.73885217,14.87853769,14.65352841,10.62,10.5189,10.6964,10.5026,14.255999999999998,14.399000000000001,14.151,14.184000000000001
BSU00110,13.695,13.487,13.628,13.449000000000002,11.3401,11.4807,11.2182,11.1635,14.8672,14.4912,14.6614,14.8538,14.9086,15.5538,14.4777,14.691768099999999,14.78499798,14.87321749,14.72771993,14.93831139,14.63277836,14.76819771,14.29280157,14.46901645,14.02846657,14.21365734,14.30172432,14.75608787,14.29280157,14.63459033,14.46901645,14.92408015,11.3401,11.4807,11.2182,11.1635,13.695,13.487,13.628,13.449000000000002
BSU00120,13.806,13.735,14.175999999999998,14.244000000000002,11.6666,11.7577,11.5489,11.5374,14.9897,14.5669,14.9703,15.0358,15.1142,15.8908,14.6443,15.17372472,15.37627645,15.35864453,15.23581947,15.44325998,14.99535838,15.35240966,14.61027369,14.59355128,14.35105165,14.442936900000001,14.48926058,14.91583693,14.61027369,14.80610901,14.59355128,15.21209641,11.6666,11.7577,11.5489,11.5374,13.806,13.735,14.175999999999998,14.244000000000002
BSU00130,13.610999999999999,13.695,13.724,13.210999999999999,9.1031,9.0365,9.2399,9.2757,13.7642,13.6378,13.942,13.3286,13.3765,13.6078,12.8923,14.68882383,14.94798763,14.82460762,14.92013935,14.834397699999998,15.03526296,14.80174247,14.62043211,14.81461781,14.50820544,14.60420567,14.52166032,14.64686233,14.62043211,14.62875126,14.81461781,14.74398144,9.1031,9.0365,9.2399,9.2757,13.610999999999999,13.695,13.724,13.210999999999999
BSU00140,12.081,12.280999999999999,12.132,11.302,7.832000000000001,7.6548,7.5773,7.5679,12.1541,11.7146,11.6329,11.5493,11.6812,11.2803,11.0758,12.95634685,13.12051272,13.14938292,13.12453026,13.01608961,13.17747224,13.05428858,12.70167247,12.91092982,12.71607212,12.73214575,12.43534757,12.35466738,12.70167247,12.5930887,12.91092982,12.62786893,7.832000000000001,7.6548,7.5773,7.5679,12.081,12.280999999999999,12.132,11.302
BSU00150,12.71,12.853,13.099,12.177999999999999,7.3815,7.4307,7.0268,7.1746,12.5534,12.2936,12.1932,12.1366,12.1887,11.4215,11.4429,13.12946555,13.16474542,13.12703631,13.423198499999998,13.04535548,13.37931879,13.172838800000001,13.40613023,13.56742801,13.39998315,13.46369337,13.42241534,13.19526641,13.40613023,13.301385,13.56742801,13.29017658,7.3815,7.4307,7.0268,7.1746,12.71,12.853,13.099,12.177999999999999
BSU00160,7.18,7.077000000000001,6.478,6.655,7.8262,7.484,8.3443,7.7135,7.365,7.7062,7.1388,7.28,7.1934,7.167999999999999,7.1009,7.44915092,7.765775439,7.442032277000001,7.936975787000001,7.585646041,7.951863137,7.557300831,8.529749013,8.695275682,6.98339161,6.647071025,6.897252096,6.28955686,8.529749013,6.560550075,8.695275682,8.193687253,7.8262,7.484,8.3443,7.7135,7.18,7.077000000000001,6.478,6.655
BSU00170,7.31,7.289,7.154,7.131,8.3761,7.8213,8.8561,7.997999999999999,8.3461,9.1292,8.0715,7.7797,7.977,7.6661,8.0004,7.169702924,7.651823927000001,7.056017027,7.608102454,7.222705779,7.02866066,7.105835653,9.286411505,9.572562823,7.646145434,7.277134994,7.828648332,7.675048847999999,9.286411505,7.337723801,9.572562823,9.412872247000001,8.3761,7.8213,8.8561,7.997999999999999,7.31,7.289,7.154,7.131
BSU00180,9.954,9.94,9.859,9.415,8.574,8.7236,8.5962,9.1537,8.8339,9.9717,9.8337,10.0256,10.3418,8.8001,9.8746,12.1002972,12.31079101,11.86513157,12.13393543,12.11068573,12.39299734,11.66791123,11.32104564,11.22998241,11.44257181,10.93259392,11.22526949,11.09897735,11.32104564,10.92476552,11.22998241,10.69504761,8.574,8.7236,8.5962,9.1537,9.954,9.94,9.859,9.415
BSU00190,12.940999999999999,12.777000000000001,13.065999999999999,12.530999999999999,10.7406,10.804,10.7254,10.5756,13.183,12.6234,12.8433,12.9365,13.079,12.0834,12.4575,13.80447809,14.04933001,13.80643617,14.12361198,13.8024709,14.20294574,13.83042765,14.63186118,14.73131771,14.48675819,14.5068019,14.42925422,14.36912374,14.63186118,14.48675819,14.73131771,14.5076105,10.7406,10.804,10.7254,10.5756,12.940999999999999,12.777000000000001,13.065999999999999,12.530999999999999
BSU00200,14.613,14.698,15.224,14.795,12.7656,12.7831,12.6451,12.9711,14.7034,14.2336,14.5966,14.5383,14.5966,14.2155,14.4939,15.53591056,15.53453669,15.62260036,15.71271537,15.10939762,15.33976618,15.40129402,15.59729197,15.62632618,15.49304035,15.42342616,15.43708822,15.73997387,15.59729197,15.447872199999997,15.62632618,15.59729197,12.7656,12.7831,12.6451,12.9711,14.613,14.698,15.224,14.795
BSU00210,13.279000000000002,13.279000000000002,13.323,13.038,10.6758,10.3434,10.7268,10.6791,12.8553,12.3359,12.5748,13.4537,13.5307,12.7326,12.4439,14.4811641,15.08588337,14.42695661,14.94929413,14.50839479,14.88021592,14.49425743,14.80649415,14.80318487,14.75103373,14.439132500000001,14.69763247,14.54708536,14.80649415,14.36354869,14.80318487,14.45139776,10.6758,10.3434,10.7268,10.6791,13.279000000000002,13.279000000000002,13.323,13.038
BSU00220,12.394,12.513,12.612,12.294,10.2199,10.4493,10.0378,10.4177,12.3763,11.2099,11.3812,12.0052,12.248,12.3969,11.9165,14.11764589,14.69846474,14.1715049,14.87076976,14.09037526,14.78080355,14.33060222,12.68157885,12.69289505,12.54576198,12.303154,12.31523083,12.22531151,12.68157885,12.31581328,12.69289505,12.33234581,10.2199,10.4493,10.0378,10.4177,12.394,12.513,12.612,12.294
BSU00230,11.140999999999998,11.05,11.33,11.027000000000001,8.4492,8.4617,8.6711,8.6828,10.9736,10.172,10.4159,11.2362,11.3702,11.0934,10.2218,11.92552526,12.70204845,12.12041387,12.46683446,11.97502193,12.68655498,12.17526934,12.19903772,12.09530194,12.31301768,12.02967684,12.19561606,12.0468663,12.19903772,11.92656477,12.09530194,11.98427266,8.4492,8.4617,8.6711,8.6828,11.140999999999998,11.05,11.33,11.027000000000001
BSU00240,10.537,9.88,8.424,9.667,7.3172,7.5305,7.268,7.2173,10.0912,9.3687,8.6,11.2513,11.6179,9.0718,9.1138,11.81281682,12.16837845,11.26689364,13.09807628,10.82149161,13.22174085,12.38936495,10.86373858,10.54040206,11.0316261,9.475683087,10.24919798,8.911893659,10.86373858,8.66890845,10.54040206,8.31755712,7.3172,7.5305,7.268,7.2173,10.537,9.88,8.424,9.667
BSU00250,11.027999999999999,11.258,11.214,10.675999999999998,10.4305,10.7864,10.5964,10.8296,11.4349,13.2968,12.9365,11.6657,11.7997,12.4651,11.7949,12.20862793,11.82567625,11.86464523,11.92020477,11.91076479,12.08395733,11.92645504,12.14496891,12.34491567,12.3376257,12.43418601,12.35499004,12.13556568,12.14496891,12.81646336,12.34491567,12.11104442,10.4305,10.7864,10.5964,10.8296,11.027999999999999,11.258,11.214,10.675999999999998
BSU00260,11.114,11.195,11.370999999999999,10.745,10.7036,10.8296,10.6291,10.7295,11.8243,12.7212,12.401,11.762,11.776,12.6842,12.0015,12.90478132,12.69684762,12.64466977,12.65424285,12.69031315,12.697484199999998,12.81223084,11.94855472,12.07116097,12.32370101,12.34229648,11.83783038,11.55688098,11.94855472,12.48527319,12.07116097,11.92608523,10.7036,10.8296,10.6291,10.7295,11.114,11.195,11.370999999999999,10.745
BSU00270,11.965,11.804,11.350999999999999,11.065,10.5785,10.7805,10.464,10.3737,11.6941,11.6345,11.7658,12.1332,12.1665,11.5346,11.5362,12.39067261,12.59931544,12.54292097,12.67992803,12.39261477,12.65079926,12.33413085,13.17248974,13.369609900000002,13.22371083,13.28532655,13.43747127,13.22113019,13.17248974,13.27853578,13.369609900000002,13.06903021,10.5785,10.7805,10.464,10.3737,11.965,11.804,11.350999999999999,11.065
BSU00280,12.196,12.14,11.597999999999999,11.487,10.6618,10.7995,10.3587,10.3704,12.2064,11.8885,12.0951,12.5051,12.2522,11.7834,11.6731,12.73527098,13.03156031,12.94736414,13.20749026,12.92642763,13.18555807,13.06720374,13.47744815,13.60071768,13.57653592,13.51626303,13.42875451,13.454394500000001,13.47744815,13.45407764,13.60071768,13.34076997,10.6618,10.7995,10.3587,10.3704,12.196,12.14,11.597999999999999,11.487
BSU00290,12.622,12.78,12.9,12.210999999999999,11.6102,11.4919,11.6024,11.4341,13.2501,12.81,13.2071,13.2986,13.2863,13.2465,13.534,14.47127983,14.84627839,14.626005900000001,14.64155901,14.626005900000001,14.75853303,14.43350854,13.84487304,13.94502999,13.79554885,13.81658304,13.8578104,13.84312592,13.84487304,13.86842671,13.94502999,13.89519139,11.6102,11.4919,11.6024,11.4341,12.622,12.78,12.9,12.210999999999999
BSU00300,12.772,12.761,13.776,13.095,11.9836,12.0276,12.0033,11.8685,14.2222,13.0696,13.4489,13.4639,13.4612,13.8109,13.8453,12.77696992,12.87643802,12.7576071,12.98309144,12.94423285,12.75422565,12.8437865,12.60745312,12.692784,12.47337748,12.49275871,12.51168147,12.61478375,12.60745312,12.56269421,12.692784,12.48966201,11.9836,12.0276,12.0033,11.8685,12.772,12.761,13.776,13.095
BSU00310,12.837,12.799000000000001,13.138,12.537,11.8136,12.0532,11.7281,11.7675,13.5952,13.0761,13.5217,13.6557,13.6362,13.1548,13.437999999999999,13.97451813,13.99648994,13.92281826,13.93015291,13.92456568,13.90346577,13.88637989,13.98959002,14.03224951,13.87327376,13.91776421,13.90768868,14.04027442,13.98959002,13.94756794,14.03224951,14.01081169,11.8136,12.0532,11.7281,11.7675,12.837,12.799000000000001,13.138,12.537
BSU00320,13.217,13.364,13.487,12.787,14.4026,14.5469,14.6809,14.9127,13.8186,13.6941,13.8482,14.0628,13.9483,13.4312,13.7831,14.86915082,14.88680324,14.88680324,14.89795424,14.88680324,14.82893011,14.85637935,14.56370305,14.69814533,14.37994416,14.55590476,14.52876389,14.57474433,14.56370305,14.60089746,14.69814533,14.67775925,14.4026,14.5469,14.6809,14.9127,13.217,13.364,13.487,12.787
BSU00330,12.6,12.677999999999999,12.889000000000001,12.367,14.1395,14.0149,14.1921,14.4401,13.0423,13.6416,13.9876,13.8134,13.9569,12.9518,13.491,13.65827409,13.44701707,13.61598969,13.80592229,13.25219812,13.57021131,13.55213543,12.44292148,12.59607643,12.41133125,12.52904901,12.4376656,12.19716179,12.44292148,12.34968903,12.59607643,12.33529215,14.1395,14.0149,14.1921,14.4401,12.6,12.677999999999999,12.889000000000001,12.367
BSU00340,12.088,11.933,11.833,11.911,11.2369,11.1796,11.6047,11.4234,12.8269,12.479000000000001,12.6274,12.4723,12.4228,11.682,11.3009,13.14010651,13.42481634,13.12703277,13.37796944,12.87118543,13.55777319,13.26553084,13.43283005,13.52375552,13.377228299999999,13.34441517,13.45584266,13.3064133,13.43283005,13.19032801,13.52375552,13.01933988,11.2369,11.1796,11.6047,11.4234,12.088,11.933,11.833,11.911
BSU00350,12.547,12.481,12.327,12.497,11.2282,11.3174,11.5711,11.5548,12.7985,12.8287,12.9784,13.0509,13.0331,11.9547,11.5433,12.9152876,13.08171257,12.81698075,13.30459427,12.93825219,13.17614632,13.08171257,13.5399706,13.72320473,13.43563197,13.4620702,13.53757163,13.26998277,13.5399706,13.31344169,13.72320473,13.11916242,11.2282,11.3174,11.5711,11.5548,12.547,12.481,12.327,12.497
BSU00360,12.235,12.09,11.761,11.989,11.2949,11.2539,11.5473,11.6563,12.7244,12.6514,12.7811,12.6218,12.7186,11.4995,11.1276,13.42643799,13.783260999999998,13.45353963,13.76917455,13.32667516,13.92762262,13.55500296,12.69744674,12.71310961,12.68019293,12.35348992,12.72736389,12.38258801,12.69744674,12.29000103,12.71310961,11.99100231,11.2949,11.2539,11.5473,11.6563,12.235,12.09,11.761,11.989
BSU00370,14.81,14.919,14.847999999999999,13.66,10.1035,9.4684,8.3276,8.2156,13.6809,14.4402,14.9487,13.347000000000001,13.3229,13.2887,14.5155,13.67846245,13.97040905,13.36538416,14.25660379,13.39252788,14.23989421,13.74656265,14.48910341,14.65435698,13.89717685,13.91266395,13.7229321,13.28480939,14.48910341,13.75664696,14.65435698,13.71791698,10.1035,9.4684,8.3276,8.2156,14.81,14.919,14.847999999999999,13.66
BSU00380,12.849,13.027000000000001,13.667,13.19,9.7671,9.7168,9.7373,9.7975,14.142000000000001,13.3546,13.7036,13.7187,13.6179,13.4016,13.3393,14.40393682,14.36061591,14.5732961,14.25146028,14.67248005,14.37074668,14.38742714,13.88854727,14.17495524,13.7617313,14.03954967,13.7297638,14.23099137,13.88854727,14.14754251,14.17495524,14.24390808,9.7671,9.7168,9.7373,9.7975,12.849,13.027000000000001,13.667,13.19
BSU00390,11.356,11.317,11.262,11.475999999999999,9.0168,8.9283,8.9512,9.0286,12.1077,11.1159,12.1904,12.0234,11.9404,11.7536,11.3828,11.38240396,11.88894785,11.31233722,11.81034689,11.41551638,11.79691452,11.23474905,12.20554815,12.26637333,11.98562788,11.86193085,11.99400861,11.98562788,12.20554815,11.79284275,12.26637333,11.75489319,9.0168,8.9283,8.9512,9.0286,11.356,11.317,11.262,11.475999999999999
BSU00400,12.684000000000001,12.120999999999999,11.149000000000001,11.354000000000001,10.9476,10.964,11.8534,12.1206,10.7474,11.1287,10.5401,13.2273,13.2698,11.6111,12.7279,13.54167421,13.84722563,13.25085499,13.71782918,13.49728917,13.77900082,13.12213936,11.42500322,11.82226427,11.45436424,10.81058257,11.213241199999999,10.61111978,11.42500322,10.81058257,11.82226427,10.59545524,10.9476,10.964,11.8534,12.1206,12.684000000000001,12.120999999999999,11.149000000000001,11.354000000000001
BSU00410,12.587,12.509,11.558,11.822000000000001,9.052,8.9598,9.0988,8.8687,11.6568,11.7736,11.6266,12.4601,12.4887,9.9012,10.7039,13.92853965,14.59509786,13.84610193,14.60999616,13.97373144,14.71484871,13.98103596,13.69210141,13.90822289,13.5669888,13.38850042,13.59350045,12.88947365,13.69210141,12.94194495,13.90822289,12.70632461,9.052,8.9598,9.0988,8.8687,12.587,12.509,11.558,11.822000000000001
BSU00420,12.15,12.007,10.627,10.931,8.7323,8.7452,8.919,8.8257,11.6,11.4187,11.7343,11.9446,11.9186,9.4279,10.3186,12.81487093,13.47709088,12.73952991,13.59637282,12.78707389,13.5975755,12.83989641,13.63534033,13.88503398,13.53158463,13.20129547,13.59969776,12.82715828,13.63534033,12.8747925,13.88503398,12.57199334,8.7323,8.7452,8.919,8.8257,12.15,12.007,10.627,10.931
BSU00430,8.298,7.9910000000000005,6.891,7.3,6.9744,7.3212,7.085,7.0947,9.0561,8.8897,9.8774,7.8335,7.8335,6.7916,6.6543,7.009061686,8.238756354,7.176447371,8.043295586000001,7.203596663,7.964736326000001,7.1311853439999995,8.976314592,9.215116177999999,9.031239991,8.126666159,8.98076233,7.445500124,8.976314592,7.114076932000001,9.215116177999999,6.764666725,6.9744,7.3212,7.085,7.0947,8.298,7.9910000000000005,6.891,7.3
BSU00440,13.847999999999999,13.674000000000001,13.28,13.304,15.2801,14.997,14.5949,14.6983,14.4802,15.4613,15.8434,14.9269,15.0244,16.1599,15.4506,15.19889367,15.07978975,15.26969464,15.57354194,14.86962261,15.55133465,15.67754836,13.44596769,13.32022932,13.34942709,12.72504137,12.89304882,12.44418724,13.44596769,12.3382769,13.32022932,12.27136407,15.2801,14.997,14.5949,14.6983,13.847999999999999,13.674000000000001,13.28,13.304
BSU00450,9.34,8.941,7.707000000000001,7.379,7.4358,7.3454,7.5831,7.3994,10.4738,11.3268,11.5882,9.3049,9.1756,10.0506,9.4279,10.85731202,11.29274892,10.82266647,11.61909333,10.48453888,11.84859652,11.41095849,11.59125898,11.48490719,11.68667483,10.74991306,11.46841558,10.33151151,11.59125898,9.674284226000001,11.48490719,9.761412068,7.4358,7.3454,7.5831,7.3994,9.34,8.941,7.707000000000001,7.379
BSU00460,13.142999999999999,13.005999999999998,12.062000000000001,12.043,10.6868,10.6276,10.749,10.8804,12.8115,12.1292,12.1467,13.1565,13.0775,11.7794,12.2125,14.58927279,14.91221874,14.42915323,14.86550851,14.44094418,15.06677361,14.55676899,14.24259668,14.47608982,14.1633786,14.21428527,14.32686793,13.91200547,14.24259668,14.20917933,14.47608982,13.93950553,10.6868,10.6276,10.749,10.8804,13.142999999999999,13.005999999999998,12.062000000000001,12.043
BSU00470,13.628,13.469000000000001,12.515,12.573,11.54,11.4215,11.6741,11.7631,13.0166,12.7516,12.8982,13.4312,13.5136,13.2777,12.6364,14.20115671,14.36818826,13.93696701,14.4619283,13.97794182,14.42353106,14.08283383,14.87733457,15.07209276,14.92654662,14.70529854,14.98598351,14.65734498,14.87733457,14.64724,15.07209276,14.54252206,11.54,11.4215,11.6741,11.7631,13.628,13.469000000000001,12.515,12.573
BSU00480,14.044,13.877,13.800999999999998,13.720999999999998,12.1278,11.9069,12.2528,12.2285,14.1162,13.6313,13.7338,13.8632,13.9637,14.3476,13.252,14.95008558,15.30201068,14.97117203,15.38235118,14.98801105,15.27775701,15.07335517,14.54997519,14.622712599999998,14.43395991,14.1360134,14.5577022,14.36676486,14.54997519,14.24020467,14.622712599999998,14.37148093,12.1278,11.9069,12.2528,12.2285,14.044,13.877,13.800999999999998,13.720999999999998
BSU00490,11.562999999999999,11.850999999999999,13.306,13.628,15.5584,15.3945,15.3398,15.5584,14.2803,14.9487,15.2751,14.5966,14.8118,15.9458,16.1502,13.030510699999999,12.73453545,12.94502574,12.89919468,13.12734702,12.80722868,13.17965167,13.08223264,13.01325194,13.06490671,12.98940374,13.17150928,14.62886012,13.08223264,14.2797957,13.01325194,14.62478745,15.5584,15.3945,15.3398,15.5584,11.562999999999999,11.850999999999999,13.306,13.628
BSU00500,14.860999999999999,14.827,14.559000000000001,14.513,9.8657,9.8432,9.8053,9.7612,15.2368,14.8171,14.8672,14.9851,14.8715,12.7685,14.0628,15.61871891,16.04243431,15.65597652,16.14209221,15.66545968,16.099389600000002,15.59460016,15.52769592,15.73420414,15.31234623,15.24475883,15.41803421,15.48018605,15.52769592,15.34884818,15.73420414,15.484017199999998,9.8657,9.8432,9.8053,9.7612,14.860999999999999,14.827,14.559000000000001,14.513
BSU00510,14.517999999999999,14.443,14.324000000000002,14.350999999999999,9.7979,9.8906,9.9608,9.7904,15.3436,14.8446,15.059000000000001,14.6663,14.7034,13.6809,13.8021,14.79259478,15.27463784,14.870706699999998,15.2038624,14.92697855,14.97893449,14.85333333,15.66474785,15.88521908,15.45625282,15.37792055,15.40307838,15.42571622,15.66474785,15.45057769,15.88521908,15.41449893,9.7979,9.8906,9.9608,9.7904,14.517999999999999,14.443,14.324000000000002,14.350999999999999
BSU00520,14.597000000000001,14.459000000000001,13.857999999999999,13.912,14.1986,13.3096,14.5736,13.0479,15.133,15.0455,15.3219,14.8333,14.7295,14.8753,14.3097,14.667727900000001,15.16721829,14.69085873,15.275983199999999,14.74199536,15.3235117,14.77729844,15.271794400000001,15.38146357,14.63155992,14.25547782,14.56003964,14.48154755,15.271794400000001,14.45678965,15.38146357,15.05900697,14.1986,13.3096,14.5736,13.0479,14.597000000000001,14.459000000000001,13.857999999999999,13.912
BSU00530,12.835,12.732999999999999,12.388,12.243,9.5606,9.3005,9.5928,9.2352,12.7635,12.5331,12.6926,12.8386,12.8493,12.3993,11.8844,12.99671936,13.74466929,13.11507315,13.6500845,13.08288867,13.62969418,12.77015435,13.68125003,13.80104186,13.44284143,13.10237349,13.31160243,12.81718593,13.68125003,13.12349426,13.80104186,13.14344058,9.5606,9.3005,9.5928,9.2352,12.835,12.732999999999999,12.388,12.243
BSU00540,13.036,12.892999999999999,12.868,12.694,9.4524,9.1836,9.3956,9.23,12.5633,12.4243,12.6027,12.8171,12.8369,12.0215,11.7526,12.73352477,13.32708977,12.84014635,13.46266386,12.57033242,13.20997783,12.69021834,13.71137475,13.89728005,13.36987472,13.14591672,13.42926408,12.90286687,13.71137475,13.14225636,13.89728005,13.23167324,9.4524,9.1836,9.3956,9.23,13.036,12.892999999999999,12.868,12.694
BSU00550,12.604000000000001,12.379000000000001,11.706,11.702,9.4126,9.373,9.5467,9.4314,12.274000000000001,11.925,12.165,12.7952,12.6969,11.7736,11.814,13.24089213,13.82434941,13.13635322,13.78485284,13.10211629,13.80039078,13.28387327,13.11413093,13.33535793,12.83474142,12.54147237,12.85603706,12.2669126,13.11413093,12.67629986,13.33535793,12.61210962,9.4126,9.373,9.5467,9.4314,12.604000000000001,12.379000000000001,11.706,11.702
BSU00560,12.487,12.225999999999999,11.619000000000002,11.772,8.9012,8.8244,8.845,8.8394,11.2286,11.4753,11.5895,12.2125,12.3396,11.2579,11.3624,13.04408182,13.7448231,13.05327916,13.79377365,13.08155333,13.78749449,13.27309739,13.85170158,13.84335353,13.46803895,13.04927981,13.41778744,12.9686898,13.85170158,13.08040345,13.84335353,12.84843771,8.9012,8.8244,8.845,8.8394,12.487,12.225999999999999,11.619000000000002,11.772
BSU00570,11.539000000000001,11.283,10.597999999999999,10.417,7.8411,7.7421,7.6893,7.7766,10.1935,9.9216,10.0091,11.4238,11.2133,9.3939,9.7153,12.17355581,12.34708062,12.04366642,12.349097500000001,12.04462588,12.31045226,12.17355581,12.57794853,12.60631048,12.55762344,12.46322326,12.68194244,12.01964892,12.57794853,12.10150812,12.60631048,11.74617616,7.8411,7.7421,7.6893,7.7766,11.539000000000001,11.283,10.597999999999999,10.417
BSU00580,12.363,12.302,11.765999999999998,11.792,9.326,9.2425,9.3583,9.222999999999999,12.2279,12.595,12.2279,13.3783,13.4246,12.6038,11.8834,13.33044808,13.69815886,13.32466799,13.66039918,13.39674902,13.70652181,13.34284873,13.68381011,13.80017319,13.65270002,13.68381011,13.84392239,13.61800673,13.68381011,13.50256578,13.80017319,13.42332658,9.326,9.2425,9.3583,9.222999999999999,12.363,12.302,11.765999999999998,11.792
